id,comment,Label
4782,"VIDEO : hashtag א₪¨א¥‡א₪×א₪¾א₪² א₪•א¥‡ א₪­א¥‚א₪•א₪‚א₪× א₪:registered:א¥‡א₪‚ א₪¸א₪¿א₪°א¥א¥ א₪µא₪°א¥א₪₪א₪:registered:א₪¾א₪¨ א₪₪א₪¹א₪¸-א₪¨א₪¹א₪¸ א₪¨א₪¹א¥א₪‚ א₪¹א¥א₪† א₪¹א¥ˆ, א₪…א₪₪א¥א₪₪ א₪•א¥ א₪§א₪°א¥‹א₪¹א₪° א₪­א¥ א₪א₪°א₪א₪¾א₪¦ א₪¹א¥‹ א₪—א₪ˆא₪‚א¥₪ א₪•א₪¾א₪ א₪:registered:א₪¾א₪‚א₪¡א¥‚ א₪¸א¥‡ א₪•א¥א₪› א₪¦א¥‚א₪° א₪µא¥ˆא₪¶א¥א₪µא₪¿א₪• א₪§א₪°א¥‹א₪¹א₪° א₪:registered:א¥‡א₪‚ א₪¶א₪¾א₪:registered:א₪¿א₪² א₪¸א¥א₪µא₪¯א₪‚א₪­א¥‚א₪¨א₪¾א₪¥ א₪•א¥‹ א₪­א¥ א₪•א₪¾א₪«א¥ א₪¨א¥א₪•א₪¸א₪¾א₪¨ א₪×א₪¹א¥א₪‚א₪א₪¾ א₪¹א¥ˆא¥₪ א₪×א¥‚א₪°א₪¾ א₪µא¥א₪¡א₪¿א₪¯א¥‹ א₪¯א₪¹א₪¾א₪ א₪¦א¥‡א₪–א¥‡א₪‚ - @url",0
4783,Bihar ke Kitne now jaban hai sb ko lga do duty Pakistan ki Bahan chud jayegi,1
4784,"People waiting for election.Next election, bjp will see the outcome of demonstration.",1
4785,Who they r saying negative about midi and not supporting him they will suffer in future...great job modiji,1
4786,"#ExpressFrontPage According to Economic Survey, net out-of-state flows of migrant labourers peaked at almost 9.4 million in 2013-14, before falling to 9.1 million in 2014-15 and just over 8.4 million in 2015-16.",0
4787,˜ SuPerB₪,1
4788,Baba RUMdev is the PM candidate,1
4789,". WB politics is ugly and is at lowest ebb of public conduct: if Mamata shoves 'bamboo' from public platform, some nincompoop calls names: 'chakkaa' to CM! . You get what you sow! ¥¶‘",1
4790,"Jio prime members to get bouquet of Jio Media services till March 31, 2018: Mukesh Ambani",0
4791,Please share ur views on Lic housing fin and idea,0
4792,Dont copy paste buddy laws we knew it very well if u have guts do it staight way. Jo go and drink cow urine and enjoy dont think to much .bloody black indian,1
4793,Who can question someone who is quite N does nothing except being a puppet.,1
4794,"Live and let live isn't an option that zealots and fanatics see. To them, it's either ""my way or the highway"". And how exactly are you supposed to convince people who stick on to ideologies like a leech to flesh, to change their perspective?",1
4795,"What about everyday married programme playing loud speaker,On Diwali burning cracker lots of noise pollution in cities sleepless night. soni nigam do something",1
4796,Why does he deserve my respect? What has he done to earn it? Nothing. My respect is not cheap to be given freely. It is given only to deserving people. Don't cheapen respect by giving it freely.,1
4797,Zen desk is still there in market Woow that's surprising,0
4798,U left he came in pantry car coach..,1
4799,No way hindus can hate patriots like you Sir,1
4800,y with saffron color only.if you are County lover it shld b painted with tri-colour of flag...shows there polarized thinking,1
4801,Appeal was made because they were conducting the show near a graveyard and a mosque so they appealed didn't force like RSS,1
4802,"Anna ji, lost all the credibility, he earned so far.. either he should be mum like president of India.. or he should join the politics.. he has no right to say any political leaders of any party until or unless he is partisan to a political party",1
4803,"This Marxist ideology caused cumulative death of 100 million People in USSR, China, Vietnam, North Korea and other countries worldwide in past 200 years.",1
4804,Nilesh Shah is constipated with words. I wonder about his suggestions. Not putting my money on his reco.,0
4805,Wake up India. That's not immoral. That's proactive information to you all. It's important to be responsible. Instead of throwing babies like unwanted objects. Better to use protection. Way to go Sunny. ??,1
4806,Anna should concentrate on lokpal,1
4807,U trolled her correct.... I sure she is another kanhaiya kumar in making. She doesnt have problem with ANTI NATIONALS like umar khalid.,1
4808,"The person grows three times faster than the company; a disproportionate part of the profits goes to rewarding the capital than those who sacrificed their lives to make the company successful, and a slick marketing campaign to make it appear as if the meagre amounts of money set apart for a family run trust are ""philanthropy"". What hollow pride...",1
4809,Mr Raja China has no democracy.No freedom of expression.There only one party rules.It supports one China policy and All dissent is met by death.I guess you want such a model.That's why there is so much of political killing in Left ruled states of India.,1
4810,"@url Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",1
4811,Nothing my dear. You lost your husband and only you will suffer life long and your family with you. Others will just do the lip service. God bless his soul to be rested in peace,1
4812,"Docomo case, decreasing turnover, his more focus only on tcs",0
4813,How a BJP sympathiser will join AAP?,1
4814,"What you should know about Turkey's President, Recap Tayyip Erdogan: The Turkish economy between 2002 and 2012 caused a growth of 64% in real GDP and a 43% increase in GDP per capita. Erdoִan inherited a debt of $23.5 billion to the IMF, which was reduced to $0.9 billion in 2012. He decided not to sign a new deal. Turkey's debt to the IMF was thus declared to be completely paid and he announced that the IMF could borrow from Turkey. In 2010, five-year credit default swaps for Turkey's sovereign debt were trading at a record low of 1.17%, below those of nine EU member countries and Russia. In 2002, the Turkish Central Bank had $26.5 billion in reserves. This amount reached $92.2 billion in 2011. During Erdoִan's leadership. Inflation fell from 32% to 9.0% in 2004. Under Erdoִan's government, the number of airports in Turkey increased from 26 to 50. Between 2002 and 2011, another 13500 km of expressway were built. For the first time in Turkish history, high speed railway lines were constructed, and the country's high-speed train service began in 2009. In 8 years, 1076 km of railway were built and 5449 km of railway renewed. Erdogan put greater investments into the healthcare system than any predecessor. As part of the reforms, the ""Green Card"" program, which provides free health benefits to the poor. Erdoִan increased Education spending from 7.5 billion lira in 2002 to 34 billion lira in 2011, the highest share of the national budget given to one ministry and number of universities in Turkey nearly doubled, from 98 in 2002 to 186 in October 2012. In 1996 1$=222 Lira and in 2016 1$=2.94 Lira, even after the recent turmoil.",0
4815,"Jayalalitha ji connect with citizens, concern of welfare of the poor ,the woman with powerful personality will always be in our memories. ""MAY HER SOUL REST IN PEACE""˜“˜˜­ Very emotional video",0
4816,I regularly watch CNBC-TV18. This TV Channel is a hub of optimism. Keep it up.,0
4817,Promoting protective sex is immoral? Since when?,1
4818,"Bank nifty cracked today, where is it going now?",0
4819,You of course! You are the most intelligent and best informed in all administrative matters! It's because of fools like you that naxals and stone pelters are active.,1
4820,Remember 1971 kid!!!!bloody impotent army that indulges in macabre beheading like terrorists,1
4821,"U cant cos ur a sanghi agent enjoying z plus security,",1
4822,““““““stop it,1
4823,RSS always supported British that is why they follow divide and rule now. Gandhiji assassination is it justified?,1
4824,How we should know which good or bad .... Government also take action on that,1
4825,CPIM. The party which has given birth to industrial revolution in India,0
4826,Just see what happening in ur state so many Hindu thinkers and RSS sevaks were killed if possible change ur mind and way of thinking,1
4827,Awesome use of pen there...beautiful writeup..,0
4828,what about ur gujarat massacres ?? remember u peaceful hindu fanatics right wingers??,1
4829,"That it did not, for sure, under congress rule when you were active in that party.",1
