id,comment,clean_comment,Label
7085,"ARUNACHAL PRADESH, INDIA - HIDDEN GATEWAY for CHINA'S NEED OF SUSTAINABLE GLOBAL RIPARIAN TRANSPORTATION SYSTEM ======================================= Arunachal Pradesh of india, the land of rising sun, undisputed beauty queen of Nature & powerhouse of hydropowers is always been a bone of contention between India & China. But why china is so adament to have Arunachal Pradesh as part of Tibet ? Is it mere Riligioustic or Geo-politics or Militaristics or Expansionist mindset of China ? Why China is playing a zero-sum game knowing fully well that India will not part with Arunachal Pradesh at any cost ? It is undoubtedly clear to everybody that the CORE GROWTH ENGINE of china's economy has been SUSTAINABLE RIPARIAN TRANSPORTATION SYSTEM which has two componants as LOCAL & GLOBAL features. It is the GLOBAL FEATURE which makes ARUNACHAL PRADESH of India via NAGALAND as GATEWAY for china to the SHORTEST riparian transportation system based upon RIVER KALADIN of MYANMAR to the BAY of BENGAL (through Sittwe Sea Port of Myanmar which will eventually form KOLKATA-DHAKA-SITTWE economic corridor powered by 'BANGLADESH-BHUTAN-INDIA-NEPAL MULTILATERAL HIGHWAY' linked with INDIA-MYANMAR-THAILAND TRILATERAL HIGHWAY thereby effectively replacing NORTH EAST of INDIA as HUB of ACT EAST POLICY of INDIA with BENGAL, INDIA) as current global riparian transportation system takes too much times & distances to cover. That is why CHINA keeps disputing the ARUNACHAL PRADESH thereby giving much irritation to the India and preventing both powerhouses to realise full mutual prosperities. But this ZERO-SUM game can be reversed by MIGHTY RIVER BRAHMAPUTRA. Having RORO facility at DHUBURI & elevated the status of DHUBURI, ASSAM, INDIA to the status of INTERNATIONAL SPECIAL ECONOMIC ZONE , river brahmaputra can provide peaceful & sustainable riparian solution to above discussed problem and for this both India & China Government have to build following multilateral economic corridor powered by inland, road & rail networks (taking both Bangladesh & Bhutan Government on-board) , namely , ""DHAKA-DHUBURI-THIMPHU-LHASA-BEIJING (DDTLB) ECONOMIC CORRIDOR "".",arunachal pradesh india hidden gateway china need sustainable global riparian transportation system arunachal pradesh india land rising sun undisputed beauty queen nature powerhouse hydropowers always bone contention india china china adament arunachal pradesh part tibet mere riligioustic geo politics militaristics expansionist mindset china china playing zero sum game knowing fully well india part arunachal pradesh cost undoubtedly clear everybody core growth engine china economy sustainable riparian transportation system two componants local global features global feature makes arunachal pradesh india via nagaland gateway china shortest riparian transportation system based upon river kaladin myanmar bay bengal through sittwe sea port myanmar eventually form kolkata dhaka sittwe economic corridor powered bhutan india nepal multilateral highway linked india myanmar thailand trilateral highway thereby effectively replacing north east india hub act east policy india bengal india current global riparian transportation system takes much times distances cover china keeps disputing arunachal pradesh thereby giving much irritation india preventing powerhouses realise full mutual prosperities zero sum game reversed mighty river brahmaputra roro facility dhuburi elevated status dhuburi assam india status international special economic zone river brahmaputra provide peaceful sustainable riparian solution discussed problem india china government build following multilateral economic corridor powered inland road rail networks taking bangladesh bhutan government on board namely dhaka dhuburi thimphu lhasa beijing ddtlb economic corridor ,1
7086,It is to be blamed saffron goons only They act as their own despicable law and law enforcers see and keep mum on their atrocities.We are living in a society face changed from human to versatile self dominated devil.,blamed saffron goons act despicable law law enforcers see keep mum atrocities we living society face changed human versatile self dominated devil ,1
7087,We got to see nice move. But we actually don't know what's ur reason for such move. But I can say one thing it was not executed properly.,got see nice move actually know what ur reason move say one thing executed properly ,1
7088,wise man,wise man,0
7089,Don't give importance because Turkey is real friend of Pakistan not our ...he support pakistan in many forums due to Muslims,give importance turkey real friend pakistan he support pakistan many forums due muslims,0
7090,They are worse than Taliban terrorist backed up and blessed by current regressive government... Leading nation at global level. Only solution is execution of Cow-ward terrorist the same way how they did to other. Otherwise India is already in dark ages.. from developing nation to under developed is proof where we are at global level and where we are heading.,worse taliban terrorist backed blessed current regressive government leading nation global level solution execution cow ward terrorist way other otherwise india already dark ages developing nation developed proof global level heading ,1
7091,Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans...,yes bcci playing indian sentiment favour extra money true bcci sees money cricket quality love fans ,1
7092,RSS should be declared a hindu terrorist organisation.,rss declared hindu terrorist organisation ,1
7093,Those who can't give justice to there women should not speak on others matter,can give justice women speak others matter,1
7094,BJP Govt need only foreign money from Indian workers in abroad But Not take care of them Where is sushma? VK sing and Indian embassy?,bjp govt need foreign money indian workers abroad take care sushma vk sing indian embassy ,1
7095,Shia is better Islam than Sunni..,shia better islam sunni ,1
7096,"DIGITAL INDIA JOB Earn money with your smartphone work daily 2 hours per day earn rs 500 to 600 daily life changing opportunity type ""JOIN"" & send to my whatsapp number 09464061516",digital india job earn money smartphone work daily hours per day earn rs daily life changing opportunity type join send whatsapp number ,0
7097,Political parties are allowed to deposit old notes. .they are exempted why?,political parties allowed deposit old notes they exempted why ,1
7098,You seem to be an expert in that ˜‚,seem expert ,1
7099,thanx anuj and sonia for view on bank nifty and maruti,thanx anuj sonia view bank nifty maruti,0
7100,Azaan ali are u sure who's supporting isis when ur people are waving both isis and paki flag both on right and left hand,azaan ali u sure who supporting isis ur people waving isis paki flag right left hand,0
7101,People with problem of. Diffrent religion s. Should go on moon,people problem of diffrent religion s go moon,1
7102,"Mr. Reddy, please sometimes think of your shareholders also. We invest hard earned money.",mr reddy please sometimes think shareholders also invest hard earned money ,0
7103,Ambitious Plan! Courageous Declaration! Enormous Challenge! Js 6 yrs - time flies fast!,ambitious plan courageous declaration enormous challenge js yrs time flies fast ,1
7104,"1.Apurv Anand and there will be guys like you sitting on the fence , sermonising people on both side of the fence? ha ha ha 2.on his show, he gives choices which are intended to insult anyone chosen or left out. kangana was different. she told the truth right on his gay face.", apurv anand guys like sitting fence sermonising people side fence ha ha ha on show gives choices intended insult anyone chosen left out kangana different told truth right gay face ,1
7105,Gud one but im buying the future today for cheap or bargain price,gud one im buying future today cheap bargain price,0
7106,We should use offensive defensive strategy doctrine.learn lessons from Israel ..and give free hand to security forces and covert missions inside pak to bleed Pakistan.,use offensive defensive strategy doctrine learn lessons israel and give free hand security forces covert missions inside pak bleed pakistan ,0
7107,I am eagerly waiting... Thank u soooooo much!!!!,eagerly waiting thank u soooooo much ,0
7108,"Sonia, what scripts you would suggest from the Banking Sector",sonia scripts would suggest banking sector,0
7109,He isn't a social worker. He is a BJP agent,social worker bjp agent,1
7110,"Your words is a huge admission that you were, are & will remain irrelevant in this country. This country no longer supports your version of secularism.",words huge admission were remain irrelevant country country longer supports version secularism ,1
7111,Agra Lucknow express way was part of Ganga express way project of Mayawati government and Metro project was also from mayawati government extensio of Delhi nodia metro project. Akilesh just taking credit of maywati government projects and changed names..,agra lucknow express way part ganga express way project mayawati government metro project also mayawati government extensio delhi nodia metro project akilesh taking credit maywati government projects changed names ,1
7112,Since 9500CE HAS 2nd highest OI and support at 8800/ 8700 .So is it better to be a BULL for short term even before election?,since highest oi support so better bull short term even election ,0
